2356,281,Dewey Hane,78.33,2
2357,281,Doug McDermott,70.89,8
2358,282,Willis Greenfelder,46.08,1
2359,282,Carmen Kuhn,75.59,6
2360,283,Eva Strosin,51.43,4
2361,283,Marlon Gaylord DDS,42.44,10
2362,283,Marcella Bednar,38.87,5
2363,283,Darlene Huel,48.13,10
2364,283,Wendy Kuvalis,26.01,9
2365,283,Theresa Reichert,49.02,2
2366,283,Fernando Johns,39.63,8
2367,283,Kimberly Hilpert,58.75,7
2368,283,Brent Kshlerin,40.73,3
2369,283,Wanda Konopelski,55.31,8
2370,284,Carla Nolan,27.87,4
2371,284,Rosa Kassulke,43.33,4
2372,284,Denise McDermott II,47.71,7
2373,284,Regina Schumm,39.64,9
2374,285,Dawn Stanton,25.89,6
2375,285,Jacob Cartwright,51.29,5
2376,285,Terence Hamill,76.30,7
2377,285,Eula Hagenes,69.01,3
2378,285,Fred Effertz PhD,73.33,7
2379,285,Perry Stamm,52.00,8
2380,285,Luz Yost,27.71,1
2381,285,Pedro Gutkowski,77.92,5
2382,285,Becky West,62.18,3
2383,285,Neal Kirlin,54.45,8
2384,285,Nettie Walsh,31.59,10
2385,285,Kim Kohler,56.89,5
2386,285,Lena Reichert IV,26.36,2
2387,286,Lynette Steuber,34.27,3
2388,286,Cornelius Romaguera,48.39,4
2389,286,Wilson Jakubowski MD,28.41,1
2390,286,Leslie Ziemann,63.17,2
2391,286,Elvira Johns,57.80,6
2392,286,Willard Dibbert,71.50,2
2393,287,Dianna Jaskolski,75.82,1
2394,287,Leonard Bergstrom,68.63,1
2395,287,Harriet Lehner,56.28,2
2396,287,Carrie O'Keefe,30.41,4
2397,287,Jenny Cruickshank,33.09,4
2398,287,Phil Tremblay,48.35,10
2399,287,Tim Abernathy,28.47,10
2400,287,Silvia Boyer,33.73,6
2401,287,Keith Pagac PhD,39.40,3
2402,287,Thelma O'Reilly,20.92,9
2403,288,Raquel DuBuque,79.52,1
2404,288,Salvador Jacobi,27.69,8
2405,289,Cynthia Bogisich,65.99,5
2406,289,Everett Kautzer,35.64,4
2407,289,Joshua Davis,67.70,8
2408,289,Sheila Heidenreich V,34.49,9
2409,289,Emmett Thiel,74.97,9
2410,289,Brittany Renner III,58.68,3
2411,289,Terence Maggio I,30.84,1
2412,289,Elsie Hansen,75.17,3
2413,289,Neal Williamson,48.18,6
2414,289,Dolores Hoppe,34.98,1
2415,289,Jimmie Haley,30.68,4
2416,289,Dr. Jessie Cummings,72.00,10
2417,289,Roxanne Fadel,45.80,10
2418,290,Earnest Mills,54.70,10
2419,290,Lee Bashirian,59.08,5
2420,290,Minnie Kuphal,29.67,3
2421,290,Miss Edith Dare,71.80,3
2422,290,Natasha Ruecker,37.34,6
2423,290,Dr. Ronald O'Hara,45.88,2
2424,291,Bennie Bogisich,61.76,4
2425,291,Mercedes Aufderhar,43.20,9
2426,291,Joey McLaughlin,45.24,7
2427,291,Francis Frami,57.00,9
2428,291,Stanley Aufderhar,65.41,6
2429,291,Miss Guy Kihn,75.26,9
2430,291,Hattie Kemmer,26.12,1
2431,291,Stephanie Simonis,66.43,10
2432,291,Annie Feeney,65.43,7
2433,292,Beverly Hane,65.37,6
2434,292,Roland Brown,20.52,1
2435,292,Kristopher Huel,32.52,5
2436,292,Olive Dickinson,24.01,10
2437,292,Jim Mills,38.32,8
2438,292,Jesus Ledner,38.02,8
2439,292,Miss Jermaine Padberg,62.48,7
2440,292,Josephine Satterfield,62.77,1
2441,292,Mrs. Della Corwin,41.21,8
2442,292,Diane Walter,65.29,4
2443,293,Wallace Smith,38.00,9
2444,293,Roberta Rippin,37.01,9
2445,293,Doris Hayes,73.71,4
2446,293,Mr. Lynn Wiegand,37.44,8
2447,293,Ms. Timothy Hilpert,67.06,5
2448,293,Mr. Neil Weimann,78.02,9
2449,293,Myrtle Friesen I,51.00,4
2450,293,Jeanette Tillman,33.38,6
2451,293,Byron Stokes,79.43,10
2452,293,Jean Zemlak,43.76,6
2453,293,Wallace Lebsack,25.31,2
2454,293,Luz King,64.24,9
2455,293,Laurence Barrows,64.97,2
2456,293,Elisa Hartmann,66.11,5
2457,294,Dana Lang,76.05,6
2458,294,Bethany Powlowski,38.93,6
2459,294,Lillian Olson,43.07,5
2460,294,Toni Orn,24.04,1
2461,294,Violet Fisher,79.98,5
2462,294,Mrs. Jackie Schmidt,32.02,2
2463,295,Ms. Antonio Crist,71.21,10
2464,295,Marion Cronin,44.47,6
2465,296,Billy Feeney,56.92,6
2466,296,Maria Hahn,53.62,1
2467,296,Lorraine Rutherford,49.94,8
2468,296,Wm Huels Sr.,50.63,4
2469,296,Jared Champlin,53.59,4
2470,296,Mr. Louis Terry,49.50,6
2471,296,Chris Schinner,42.14,3
2472,296,Cesar McKenzie,72.76,4
2473,296,Rita Schmidt,60.71,10
2474,296,Michael Collins V,48.48,1
2475,296,Hilda Baumbach Jr.,32.19,1
2476,296,Christie Windler,68.90,9
2477,296,Nettie Thiel,24.99,10
2478,296,Nellie Kozey,36.07,5
2479,297,Grant Bergnaum,58.08,5
2480,297,Anna Dach,21.58,7
2481,297,Lillie Mitchell,51.61,9
2482,298,Sue Rice,37.14,2
2483,298,Dr. Judith Doyle,48.15,10
2484,298,Natasha Marvin,37.62,4
2485,298,Dr. Willie Mann,59.88,6
2486,298,Freddie Murray,76.91,10
2487,298,Tricia Anderson,40.10,9
2488,298,Gayle Stracke,36.21,10
2489,298,Nellie Farrell Sr.,33.84,4
2490,298,Samuel Stanton,38.32,5
2491,298,Cristina Berge,33.62,6
2492,298,Ms. Janie Turcotte,66.69,7
2493,298,Ann Yundt,57.71,4
2494,298,Fernando Bashirian,63.06,1
2495,299,Roland Doyle,31.31,5
2496,299,Cory Greenholt,75.45,6
2497,299,Kenny Heaney,62.36,10
2498,299,Lois Larson,52.62,3
2499,299,Delia Predovic Sr.,52.99,5
2500,299,Gerardo Collins,67.04,4
2501,299,Celia Wilkinson,36.36,9
2502,300,Dana Buckridge,35.43,5
2503,300,Mr. Sophia Strosin,78.76,1
2504,300,Gerard Morar,74.15,1
2505,300,Lena Kunze,69.76,5
2506,300,Olive Strosin,48.55,7
2507,300,Benjamin Terry,42.61,8
2508,300,Mr. Jonathon Bergstrom,51.22,8
2509,300,Vickie Luettgen,28.28,1
2510,300,Sally Vandervort,32.77,8
2511,300,Jean Hintz,49.07,10
2512,300,Bertha Stiedemann,21.10,3
2513,300,Harriet Brekke,70.93,5
2514,300,Geoffrey Kuphal,54.94,5
2515,300,Ginger Sauer,67.56,4
2516,301,Heidi Ondricka,41.31,7
2517,301,Evelyn Labadie,61.00,7
2518,301,Ms. Alice Witting,20.01,9
2519,301,Essie Cartwright II,27.84,10
2520,301,Tracy Schroeder,73.60,3
2521,301,Nick Dickinson,70.74,4
2522,301,Clay Stehr,74.74,3
2523,301,Mike Yost,52.21,6
2524,301,Mrs. Sidney Weimann,68.93,5
2525,301,Marsha Becker,34.77,1
2526,301,Tammy Zulauf Sr.,79.82,6
2527,301,Mrs. Jody Boyer,51.20,3
2528,301,Bobby Keeling,62.27,2
2529,301,Abel Mueller,64.40,9
2530,302,Darrin Stamm,46.88,2
2531,302,Ramiro Smith,75.93,3
2532,303,Heather Rath,62.37,1
2533,303,Ervin Weber V,46.36,6
2534,303,Mike Bruen,77.06,4
2535,303,Taylor Mante,78.72,9
2536,303,Alex Reynolds,78.10,8
2537,303,Maryann Bruen,20.10,8
2538,303,Anthony Ortiz,52.74,2
2539,304,Catherine McLaughlin,33.84,5
2540,304,Nadine Bogan,60.74,3
2541,304,Miss Marcus Runolfsdottir,76.36,6
2542,304,Ms. Pedro Schmeler,75.11,5
2543,304,Wilfred Kutch,44.47,7
2544,304,Darla Kemmer Jr.,52.96,8
2545,304,Kim Kuphal,48.79,3
2546,304,Ruth Schuppe,56.69,5
2547,305,Charlie Roberts,64.15,1
2548,305,Clint Pagac,49.84,10
2549,305,Dr. Lila Prohaska,56.58,4
2550,305,Steven Prosacco,69.20,7
2551,305,Ira Rohan,36.73,2
2552,305,Kim Herman,39.61,4
2553,305,Muriel Schuppe,71.50,1
2554,305,Victoria Hackett,68.79,8
2555,305,Kelly Greenholt,58.47,9
2556,305,Charles Bailey,65.29,3
2557,305,Wendell Dicki III,57.35,5
2558,305,Herbert Kutch,36.70,4
2559,305,Kevin Jakubowski,46.52,8
2560,305,Brendan Hilpert,65.24,9
2561,305,Karla O'Kon,64.48,10
2562,306,Rudy Schamberger III,36.88,8
2563,306,Kyle Boyer II,67.51,9
2564,306,Tonya Schmidt,42.93,6
2565,306,Molly Lesch,64.75,3
2566,306,Robin Kulas,21.15,9
2567,307,Salvatore Zemlak,38.28,5
2568,307,Ramon Blick,65.72,2
2569,307,Kari Kuhic,22.11,1
2570,308,Jaime Batz,76.77,2
2571,308,Mrs. Kristin Ebert,74.13,9
2572,308,Dr. Arturo Hayes,22.31,1
2573,308,Opal Blanda,64.68,6
2574,308,Lee Beatty,49.51,10
2575,308,Dustin Mante Jr.,64.50,6
2576,308,Miss Jay Thiel,24.20,10
2577,308,Dr. Gregory Berge,37.29,1
2578,308,Paula Berge,62.80,1
2579,308,Mae Kemmer,23.14,5
2580,308,Darrin Braun,48.21,6
2581,308,Herbert Parisian DDS,29.03,8
2582,309,Abraham Bergstrom,31.75,7
2583,309,Joanne Ernser,75.79,9
2584,309,Kelley Schaden,32.01,10
2585,309,Ken Kub,55.07,7
2586,309,Fredrick Quitzon,30.24,2
2587,309,Andy Von,39.69,7
2588,309,Mike Senger DVM,36.20,4
2589,309,Gladys Langosh,75.32,4
2590,309,Ms. Leslie Zulauf,27.42,6
2591,309,Caroline Kirlin,44.36,4
2592,309,Jean Parker,65.98,9
2593,309,Stephanie Littel,39.12,3
2594,309,Robert Roob,42.61,10
2595,310,Esther Bins,63.34,10
2596,310,Gwen Senger DDS,47.87,10
2597,310,Miss Glenda Gulgowski,30.26,6
2598,310,Andrea Bergnaum,66.52,5
2599,310,Mrs. Gilberto Tromp,23.14,7
2600,310,Mrs. Terrell Jast,54.47,2
2601,310,Mrs. Gayle Corwin,37.72,9
2602,310,Shelly Huel,41.64,2
2603,310,Freda Boyer,27.21,3
2604,310,Kristine Sipes,40.05,7
2605,310,Leticia Schmidt,55.23,4
2606,311,Christina Aufderhar,47.34,1
2607,311,Mr. Sheryl Buckridge,41.73,1
2608,311,Brad Crooks,52.15,2
2609,311,Albert Sanford,64.55,1
2610,311,Benny Thompson,25.96,8
2611,311,Lester Luettgen,77.79,7
2612,311,Miss Gayle Oberbrunner,76.57,8
2613,311,Ruth Hickle,58.67,5
2614,311,Winston Jakubowski,42.00,2
2615,311,Eugene Rolfson,55.61,5
2616,311,Gordon Schamberger,61.70,6
2617,311,Rafael Cruickshank Sr.,77.21,7
2618,311,Lorena Williamson,35.76,9
2619,311,Doyle Goyette,63.26,3
2620,311,Rodolfo Heathcote,24.32,9
2621,312,Claire Bosco,65.43,4
2622,312,Leona Marks,20.79,6
2623,312,Corey O'Connell,54.44,8
2624,312,Duane Orn,66.80,7
2625,312,Sue Kilback,32.12,1
2626,312,Marcella Greenfelder,55.78,2
2627,313,Percy Jast,65.45,5
2628,313,Gordon Crist,54.27,4
2629,313,James Swaniawski,32.22,4
2630,313,Oliver Ryan,49.01,7
2631,313,Dave Grady,42.33,6
2632,314,Desiree Kuphal,40.28,10
2633,314,Ms. Kara Conn,55.35,9
2634,314,Dr. Tomas Wisozk,39.52,8
2635,314,Claudia Quitzon,22.57,3
2636,314,Alvin Hoppe,48.53,4
2637,314,Maurice Tillman III,44.04,7
2638,314,Hugh Upton DVM,79.62,6
2639,314,Doyle D'Amore,77.99,1
2640,314,Maurice Beer,27.02,5
2641,314,Dixie Bins,60.49,6
2642,314,Verna Konopelski,53.31,1
2643,314,Elijah Bosco,72.86,3
2644,314,Sandy Koch,62.39,6
2645,315,Angelina Fadel,48.66,2
2646,315,Ms. Dwayne Yost,77.64,9
2647,316,Lula Lynch,61.93,9
2648,316,Glenn Friesen IV,68.89,6
2649,316,Cassandra Pagac IV,45.25,5
2650,316,Colleen Kirlin,45.47,6
2651,316,Tyler Zulauf,33.17,5
2652,316,Lillian O'Connell,60.32,6
2653,316,Lee Gerhold,44.33,6
2654,316,Mary Little,36.18,5
2655,316,Ms. Anita Kunde,27.99,1
2656,316,Essie Collins MD,57.00,6
2657,316,Dr. Lonnie O'Reilly,43.60,5
2658,316,Mark Mohr,62.93,2
2659,316,Dr. Forrest Kuhlman,73.57,3
2660,316,Francis Beer,33.80,4
2661,316,Harvey Kozey,20.67,9
2662,317,Lynette Kemmer,66.77,4
2663,317,Elsa Thiel,59.97,2
2664,317,Geraldine Cartwright,63.27,9
2665,317,Kelvin Christiansen,53.53,8
2666,317,Mr. Constance Marquardt,61.29,3
2667,317,Lori Jerde,45.14,9
2668,317,Tim Osinski,32.72,8
2669,317,Scott Hand,79.60,7
2670,317,Jorge Hettinger,45.77,4
2671,318,Marvin Batz,53.56,2
2672,318,Mrs. Jackie Gaylord,38.19,4
2673,318,Bruce Erdman,36.52,1
2674,318,Nathaniel Johnson,64.47,9
2675,318,Elizabeth Wisoky IV,44.33,6
2676,318,Carroll Haley IV,23.84,1
2677,318,Abel Kassulke DDS,20.46,3
2678,319,Earl Borer,56.16,1
2679,319,Harvey Beahan,55.39,7
2680,319,Rachael Klocko,65.93,8
2681,319,Ryan DuBuque,45.80,3
2682,319,Tyler Doyle,31.44,5
2683,319,Julian Ortiz,68.35,4
2684,319,Kara Walter,37.54,2
2685,319,Grace Hackett,24.03,6
2686,319,Estelle Hermann,73.05,7
2687,319,Ada Wisozk,32.74,5
2688,319,Minnie Leuschke PhD,33.19,3
2689,319,Sharon Macejkovic,47.45,4
2690,320,Elizabeth Cormier,48.31,5
2691,320,Maria Ledner,20.81,6
2692,320,Agnes Hessel,30.59,4
2693,320,Homer Shanahan,27.87,1
2694,320,Eunice Weimann,35.09,4
2695,320,Rosemary Abbott,60.39,3
2696,320,Andre Runte,25.60,6
2697,321,Ella Howell,65.81,6
2698,321,Elena Cronin,69.51,4
2699,321,Perry Luettgen,43.14,5
2700,321,Jeffrey Smith,59.12,10
2701,321,Lorraine Green PhD,40.57,10
2702,322,Manuel Hills,68.77,2
2703,322,Gladys Goyette,21.25,9
2704,322,Miss Nadine Konopelski,23.98,3
2705,322,Warren Emmerich,46.51,8
2706,322,Marco Greenholt I,39.27,3
2707,322,Ms. Wilma Beer,42.70,4
2708,322,Belinda Collier,37.59,3
2709,322,Jessie Adams III,48.89,6
2710,323,Laurence Farrell,29.12,8
2711,323,Jan Mante MD,69.27,9
2712,323,Terri Bergstrom MD,58.06,9
2713,323,Ashley Stroman,76.17,10
2714,323,Lawrence Oberbrunner I,28.37,7
2715,324,Frances Strosin II,72.65,8
2716,324,Herman Borer,48.52,7
2717,324,Dominick Price III,77.60,2
2718,324,Alison Dibbert MD,43.57,5
2719,324,Jeanne Powlowski DVM,30.37,5
2720,324,Eloise Ebert II,72.13,2
2721,324,Krystal Bailey,27.24,5
2722,324,Dr. Lionel Walker,58.39,2
2723,324,Abraham Rice,35.81,10
2724,324,Roy Daugherty,66.93,4
2725,325,Andrea Schuster,49.72,2
2726,325,Barbara Kovacek,43.60,8
2727,325,Miss Willard Bogisich,31.45,2
2728,325,Warren Kreiger,66.35,6
2729,325,Jaime Hansen,57.02,6
2730,325,Ricardo Kemmer,73.18,2
2731,325,Rick Murray,51.33,3
2732,325,Trevor Carroll,71.71,3
2733,325,Javier Hermiston,66.88,10
2734,325,Laurence Deckow,44.42,5
2735,325,Edwin Jerde,25.22,2
2736,326,Brent Cremin,38.32,9
2737,326,Cristina Carter,49.63,7
2738,326,Esther Cassin,79.68,4
2739,326,Timothy Russel DDS,62.41,8
2740,326,Nellie Okuneva,44.26,4
2741,326,Clay Farrell,23.58,9
2742,326,Mae Little,61.63,3
2743,326,Erika McGlynn,41.46,1
2744,326,Jenny Abshire,71.99,1
2745,326,Nicholas Renner DVM,35.58,5
2746,326,Winston Pagac,60.87,3
2747,326,Naomi Fritsch,46.11,8
2748,326,Marie Turner,36.76,7
2749,326,Calvin Beier,75.17,9
2750,326,Lucas Towne,21.06,3
2751,327,Fannie Yundt,44.33,3
2752,327,Rafael O'Connell,71.55,9
2753,327,Neal Sawayn,74.42,8
2754,328,Willis Jast,61.74,10
2755,328,Madeline Ankunding,36.23,3
2756,328,Brad White,65.73,3
2757,328,Elbert Veum,28.35,6
2758,328,Ms. Emanuel Harber,55.18,8
2759,328,Johnathan Keeling,48.93,8
2760,328,Natalie Waelchi,37.01,6
2761,328,Everett Carter,68.71,4
2762,328,Wendell Buckridge,26.82,4
2763,328,Roy Legros,45.53,3
2764,328,Kimberly Will,40.57,3
2765,328,Javier Barrows,36.95,4
2766,329,Marsha Emard,23.12,1
2767,329,Faye Reinger DVM,63.67,5
2768,330,Lyle Donnelly,28.67,3
2769,330,Kristine Ullrich,79.41,9
2770,330,Sidney Walter,42.56,3
2771,330,Jan Dach,76.36,1
2772,330,Dora Mante Sr.,68.76,3
2773,330,Leona Mann,40.47,3
2774,330,Malcolm Trantow,46.99,4
2775,331,Erin Carroll,52.76,3
2776,331,Miss Rene Welch,46.17,9
2777,331,Sarah Gleason,39.26,1
2778,331,Cary Hilll,48.56,10
2779,331,Mrs. Dianne Legros,48.77,8
2780,331,Ramiro Hoppe,56.15,1
2781,332,Mr. Brandi Gleason,46.44,4
2782,332,Dianna Franecki,34.67,8
2783,332,Estelle Yundt,34.01,3
2784,332,Daryl Pacocha,74.41,6
2785,332,Mattie Mitchell,69.08,9
2786,332,Boyd Runolfsdottir,21.07,1
2787,333,Theodore Ritchie,46.80,2
2788,333,Amelia Funk,63.74,9
2789,333,Claudia Wolff I,61.74,1
2790,333,May Durgan,76.71,8
2791,333,Ms. Orville Sawayn,76.04,8
2792,333,Emma Murazik,54.55,8
2793,333,Jacquelyn Gleichner,43.04,7
2794,334,Yvonne Halvorson,47.45,10
2795,334,Karl Glover,27.21,10
2796,334,Johnnie VonRueden,67.07,2
2797,334,Jo Rempel,39.13,5
2798,334,Louise Turner,33.76,5
2799,334,James Cummings,20.40,9
2800,334,Walter Schmeler III,25.24,9
2801,334,Mr. Norma Lang,67.32,7
2802,335,Wilson Hilpert,74.53,3
2803,335,Mathew Kreiger,72.71,5
2804,335,Emilio Doyle,59.25,4
2805,335,Clyde Cronin,79.50,6
2806,335,Kyle McGlynn,25.29,5
2807,335,Holly Keebler,64.25,9
2808,336,Ethel Wolff,20.93,7
2809,336,Tiffany Smith,55.43,1
2810,336,Delbert Rodriguez,26.83,3
2811,336,Carlos Jaskolski,50.53,4
2812,336,Paul Batz,27.21,6
2813,336,Kristopher Hessel,50.32,1
2814,336,Tomas Conroy,40.28,4
2815,336,Cecelia Stroman,52.02,1
2816,336,Shirley Price,30.74,1
2817,336,Brandy Stracke,59.49,4
2818,337,Rhonda Kling,79.96,3
2819,337,Mr. Harriet Collier,63.47,6
2820,338,Luther Fadel,76.21,3
2821,338,Tyler Abshire,64.16,8
2822,338,Wm Yost,51.18,3
2823,338,Ricardo Heaney,62.66,4
2824,338,Felicia Bartell,22.22,1
2825,338,Dr. Nathan Steuber,21.38,10
2826,338,Dr. Mike Lowe,22.24,6
2827,338,Dallas Bernier V,20.85,7
2828,339,Loren Conn,59.41,8
2829,339,Lynne Vandervort DVM,79.20,3
2830,339,Penny Donnelly,33.20,8
2831,339,Beverly Towne Sr.,39.99,5
2832,339,Freddie Keebler DVM,54.87,8
2833,339,Johnnie Gislason,25.68,10
2834,339,Ms. Lionel Schuster,41.64,4
2835,339,Ada Rath,49.01,8
2836,339,Angel Ortiz,34.27,3
2837,340,Johnnie Kerluke,38.09,4
2838,340,Myra Mayer,56.46,1
2839,340,Jermaine Pfannerstill,79.13,6
2840,341,Penny VonRueden Sr.,36.52,2
2841,341,Clint Altenwerth,70.10,9
2842,341,Betsy Blanda,30.53,7
2843,341,Daniel Roob,62.06,10
2844,341,Jerome Rolfson,53.05,10
2845,341,John Marvin,44.61,10
2846,341,Lana Bruen,79.51,9
2847,341,Pablo Farrell,54.58,8
2848,342,Sonia Oberbrunner,24.96,4
2849,342,Alonzo Hegmann,68.25,3
2850,342,Michelle Hodkiewicz,20.24,10
2851,342,Heidi Rice,45.95,1
2852,342,Elmer Senger,22.63,3
2853,342,Joe Lubowitz,73.00,6
2854,342,Wayne Wisoky,64.34,10
2855,342,Clifford Fadel,75.15,4
2856,342,Archie Jacobs,33.07,4
2857,342,Maxine Kulas,26.27,5
2858,342,Becky Cormier,76.48,1
2859,343,Ms. Billie Mante,21.45,4
2860,343,Mrs. Vickie Weimann,29.76,2
2861,343,Wilfred Bartoletti,30.80,7
2862,343,Beth Corkery,63.48,6
2863,343,Joey Collier,45.43,2
2864,343,Ellis Haley,68.44,6
2865,343,Gwen Kunde,27.42,10
2866,343,Dr. Cornelius Johnson,45.07,3
2867,343,Warren Kuhn,57.43,10
2868,344,Kathleen McCullough,77.42,5
2869,344,Gladys Rolfson,39.25,8
2870,344,Guadalupe Marks,70.47,1
2871,344,Margarita Ratke,40.16,6
2872,344,Bradford Quitzon,28.91,6
2873,344,Harriet Sauer,30.23,6
2874,344,Lorena Buckridge,53.57,1
2875,344,Candace Stracke Jr.,33.61,5
2876,344,Mr. Doris Pollich,31.00,4
2877,344,Peggy Hahn,46.66,10
2878,344,Jimmie Jacobson,27.01,3
2879,344,Lee Kub,74.28,3
2880,344,Timmy Gottlieb,63.91,7
2881,345,Omar Christiansen II,59.22,1
2882,345,Ms. Guadalupe Fahey,44.61,7
2883,345,Dr. Bert Ondricka,23.73,7
2884,345,Mr. Mildred Klein,74.27,5
2885,345,Luis Nicolas,36.56,2
2886,345,Phyllis Spencer,34.71,3
2887,345,Ollie Durgan,61.66,1
2888,346,Harvey Kovacek,59.38,10
2889,346,Doris Goldner,58.91,4
2890,346,Felipe Crist PhD,23.63,2
2891,346,Christy Trantow,60.14,6
2892,347,Myrtle Oberbrunner,65.78,9
2893,347,Sophia Huels,66.16,5
2894,347,Betsy Stanton,56.86,3
2895,347,Myra Smith,29.51,6
2896,347,Elijah Feil,62.63,9
2897,347,Ms. Evan Bartoletti,48.24,3
2898,347,Myra Pagac,39.84,2
2899,347,Ann Deckow III,60.24,3
2900,347,Felix Grady,53.69,1
2901,347,Gertrude Hyatt,25.55,1
2902,347,Clark Wilderman,71.45,8
2903,347,Dr. Jodi Rowe,50.94,3
2904,348,Scott Kreiger,58.46,5
2905,348,Leo Lebsack,49.66,5
2906,348,Douglas Klein,78.36,9
2907,349,Megan Quitzon,38.60,1
2908,349,Mrs. Joel Ratke,69.36,4
2909,349,Jeffery Rodriguez,27.92,7
2910,349,Dianna Gutkowski,34.55,2
2911,349,Antoinette Yost,67.15,4
2912,349,Elena Abshire,25.04,5
2913,349,Alton Thompson,43.28,9
2914,349,Vera Mitchell I,71.10,6
2915,349,Jodi Dickens,66.06,3
2916,349,Jody Kohler,60.39,1
2917,349,Luz Stroman,40.43,4
2918,349,Wendell Shields,24.93,2
2919,350,Glenda Bogisich PhD,73.35,4
2920,350,Kevin Leuschke,66.28,4
2921,351,Lillian Goldner,47.28,7
2922,351,Dallas Little,77.79,6
2923,351,Jessie Klein,32.66,7
2924,351,Naomi Weber,23.11,8
2925,351,Kathy Schamberger,73.90,9
2926,351,Mildred Keebler,78.30,5
2927,352,Ethel Purdy,37.26,2
2928,352,Jeannie Quigley,73.60,5
2929,352,Hattie Marvin,32.85,2
2930,352,Myrtle Donnelly,56.86,6
2931,352,Patsy Powlowski,74.35,3
2932,352,Elmer Kilback,29.49,8
2933,352,Ms. Kimberly Klocko,45.04,10
2934,353,Casey Cole,60.02,4
2935,353,Robert Weimann,71.61,5
2936,353,Toby Kessler,53.79,10
2937,353,Shawna Dare,40.96,8
2938,353,Rita Doyle,59.68,1
2939,353,Julie Stoltenberg,52.36,3
2940,353,Kyle Schmeler Sr.,60.78,5
2941,353,Miss Roy Waelchi,70.34,3
2942,353,Jordan Bailey II,65.11,1
2943,353,Dr. Ted Schoen,66.85,10
2944,353,Earl Gerlach,55.23,4
2945,353,Kelli Russel,54.06,6
2946,353,Elvira Mayer,38.34,3
2947,353,Antonia Kilback,69.63,8
2948,353,Beth Howell,78.86,1
2949,354,Shawn Carroll,40.38,9
2950,354,Kathy Osinski,47.75,3
2951,355,Jerry Huels,56.81,5
2952,355,Rogelio Jacobi,35.14,4
2953,355,Patricia Beatty,64.74,1
2954,355,Cathy Smith,34.91,9
2955,355,Noel Schumm,45.36,4
2956,355,Don Tromp,24.33,5
2957,355,Gerald Bernhard,72.21,5
2958,356,Tasha Bode,53.10,1
2959,356,Felicia Lebsack,71.52,3
2960,356,Roger Parker,54.82,4
2961,357,Mamie Wuckert,56.59,4
2962,357,Winifred Skiles,59.58,6
2963,357,Stewart Medhurst,50.40,7
2964,358,Ms. Virginia Romaguera,50.61,2
2965,358,Marta Brakus,45.53,1
2966,358,Lucas Mueller,43.79,4
2967,358,Margie Kunde,46.62,3
2968,358,Mae Wiza,66.74,5
2969,358,Essie Senger,76.14,1
2970,358,Dr. Billy Bailey,34.37,4
2971,359,Ellen Kub,31.03,2
2972,359,Peter Hansen,39.60,9
2973,359,Milton Gutkowski,29.69,9
2974,359,Dexter Green,59.74,7
2975,359,Bryan Doyle,32.85,10
2976,359,Shirley Rice,70.66,6
2977,359,Ms. Kent Parisian,20.65,9
2978,359,Mrs. Francis Stracke,34.41,7
2979,359,Katrina Blick,23.13,6
2980,359,Maria Rempel MD,22.79,1
2981,359,Hector Reichert,48.28,1
2982,359,Mildred Deckow,47.50,8
2983,360,Cora Predovic,62.09,9
2984,360,Francis Smith,77.03,10
2985,360,Lula Steuber,62.86,8
2986,360,Mr. Orlando Kuhlman,52.30,2
2987,360,Mary Cruickshank,72.14,4
2988,360,Ada Macejkovic,53.22,9
2989,361,Mercedes Turcotte,73.39,10
2990,361,Ginger Graham,57.09,9
2991,361,Miss Jody Brown,78.54,10
2992,361,Jonathon Runte,74.87,3
2993,361,Connie Schulist,32.97,6
2994,362,Ruby Bruen,28.04,5
2995,362,Doris Pagac,36.69,5
2996,362,Emily Jast,77.27,3
2997,362,Angelo Ernser Sr.,71.12,7
2998,362,Elias Reynolds,21.49,3
2999,362,Kim Lubowitz,75.56,2
3000,362,Jorge Parker,23.73,9
3001,362,Joanna Stark,71.10,3
3002,362,Dawn Rolfson,54.40,10
3003,363,Ramiro Altenwerth,37.41,5
3004,363,Aubrey Ryan,23.43,1
3005,363,Spencer Dickens,35.09,10
3006,363,Michael Bogan II,42.48,3
3007,363,Terrence Connelly,74.21,3
3008,363,Rosa Schimmel,72.09,4
3009,363,Miss Teri Mante,56.01,7
3010,363,Julius Gleason,42.79,7
3011,363,Paulette Abbott,42.75,9
3012,363,Jeffrey Treutel,25.63,4
3013,363,Wesley Upton,53.36,4
3014,363,Deborah Legros,24.90,6
3015,363,Rita Price,57.59,1
3016,363,Rochelle McClure,49.58,2
3017,363,Alexis Kovacek,23.20,10
3018,364,Mrs. Rosa Rosenbaum,36.99,5
3019,364,Eddie Corkery I,23.72,9
3020,364,Ollie Bogan II,21.25,3
3021,364,Marion Leffler,40.00,1
3022,364,Milton Mosciski,60.08,4
3023,364,Fannie Predovic,31.69,6
3024,364,Priscilla Hand,47.07,4
3025,364,Chris Mitchell,54.15,5
3026,364,Emmett Schneider,55.00,4
3027,364,Geraldine Pagac DDS,33.42,2
3028,364,Mabel Armstrong,22.77,10
3029,364,John Jast,39.85,8
3030,364,Nick Rutherford,57.86,3
3031,365,Kim Jones,52.68,7
3032,365,Darlene Marvin,72.48,9
3033,365,Amelia Parker,66.53,10
3034,365,Danielle Conroy,55.70,5
3035,365,Mary Brekke,34.41,3
